domain_name,category_name,test_type,difficulty,question_text
Machine Learning,Data/AI,HR,MEDIUM,Describe collaborating with data engineers.
Machine Learning,Data/AI,HR,MEDIUM,How do you handle model drift?
Machine Learning,Data/AI,HR,MEDIUM,Tell me about mentoring others in ML.
Machine Learning,Data/AI,HR,HARD,Describe architecting an ML system at scale.
Machine Learning,Data/AI,HR,HARD,How would you build an ML platform for a company?
Machine Learning,Data/AI,HR,HARD,Tell me about resolving critical model failures.
Machine Learning,Data/AI,HR,HARD,How do you design for model reliability?
Machine Learning,Data/AI,HR,HARD,Describe implementing MLOps practices.
Machine Learning,Data/AI,HR,HARD,How would you handle ethical considerations in ML?
Machine Learning,Data/AI,HR,HARD,Tell me about establishing ML best practices.
Machine Learning,Data/AI,HR,HARD,How do you handle model interpretability requirements?
Machine Learning,Data/AI,HR,HARD,Describe implementing model monitoring at scale.
Machine Learning,Data/AI,HR,HARD,How would you lead an ML team?
Data Engineering,Data/AI,TECHNICAL,EASY,What is Data Engineering?
Data Engineering,Data/AI,TECHNICAL,EASY,What is the difference between Data Engineer and Data Scientist?
Data Engineering,Data/AI,TECHNICAL,EASY,What is ETL?
Data Engineering,Data/AI,TECHNICAL,EASY,What is the difference between ETL and ELT?
Data Engineering,Data/AI,TECHNICAL,EASY,What is a data pipeline?
Data Engineering,Data/AI,TECHNICAL,EASY,What is a data warehouse?
Data Engineering,Data/AI,TECHNICAL,EASY,What is a data lake?
Data Engineering,Data/AI,TECHNICAL,EASY,What is SQL?
Data Engineering,Data/AI,TECHNICAL,EASY,What is NoSQL?
Data Engineering,Data/AI,TECHNICAL,EASY,What is Apache Spark?
Data Engineering,Data/AI,TECHNICAL,EASY,What is Hadoop?
Data Engineering,Data/AI,TECHNICAL,EASY,What is a database schema?
Data Engineering,Data/AI,TECHNICAL,EASY,What is data modeling?
Data Engineering,Data/AI,TECHNICAL,EASY,What is batch processing?
Data Engineering,Data/AI,TECHNICAL,EASY,What is stream processing?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,Explain the difference between OLTP and OLAP systems.
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is data partitioning and why is it important?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What are the differences between star and snowflake schema?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,How does Apache Kafka work?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is data lakehouse architecture?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is Apache Airflow and its use cases?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What are slowly changing dimensions?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,How do you handle data quality issues?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is data lineage?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What are idempotent operations in data pipelines?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is the difference between horizontal and vertical scaling?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is data normalization and denormalization?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What are surrogate keys?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,How do you implement incremental data loading?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is CDC (Change Data Capture)?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What are materialized views?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is the Lambda architecture?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is the Kappa architecture?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,How do you handle schema evolution?
Data Engineering,Data/AI,TECHNICAL,MEDIUM,What is data partitioning vs sharding?
Data Engineering,Data/AI,TECHNICAL,HARD,How would you design a fault-tolerant data pipeline?
Data Engineering,Data/AI,TECHNICAL,HARD,Explain distributed computing principles in Spark.
Data Engineering,Data/AI,TECHNICAL,HARD,How do you optimize Spark jobs for performance?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the strategies for handling late-arriving data?
Data Engineering,Data/AI,TECHNICAL,HARD,How would you implement exactly-once semantics?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the best practices for data pipeline orchestration?
Data Engineering,Data/AI,TECHNICAL,HARD,How do you handle backfilling historical data?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the strategies for data pipeline monitoring?
Data Engineering,Data/AI,TECHNICAL,HARD,How would you implement data versioning?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the trade-offs between batch and stream processing?
Data Engineering,Data/AI,TECHNICAL,HARD,How do you implement distributed transactions?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the strategies for handling PII and data privacy?
Data Engineering,Data/AI,TECHNICAL,HARD,How would you design a real-time analytics system?
Data Engineering,Data/AI,TECHNICAL,HARD,What are the best practices for data governance?
Data Engineering,Data/AI,TECHNICAL,HARD,How do you implement data quality frameworks?
Data Engineering,Data/AI,HR,EASY,Tell me about yourself and your data engineering experience.
Data Engineering,Data/AI,HR,EASY,Why did you choose Data Engineering?
Data Engineering,Data/AI,HR,EASY,What do you find most challenging about data pipelines?
Data Engineering,Data/AI,HR,EASY,How do you stay updated with data engineering tools?
Data Engineering,Data/AI,HR,EASY,Describe a data pipeline you have built.
Data Engineering,Data/AI,HR,EASY,What challenges do you face in data engineering?
Data Engineering,Data/AI,HR,EASY,What tools and technologies do you use?
Data Engineering,Data/AI,HR,EASY,How do you debug data pipeline issues?
Data Engineering,Data/AI,HR,EASY,What is your experience with cloud platforms?
Data Engineering,Data/AI,HR,EASY,What motivates you as a data engineer?
Data Engineering,Data/AI,HR,MEDIUM,Describe a complex data pipeline you architected.
Data Engineering,Data/AI,HR,MEDIUM,How do you handle performance optimization?
Data Engineering,Data/AI,HR,MEDIUM,Tell me about implementing a data warehouse.
Data Engineering,Data/AI,HR,MEDIUM,How do you approach data quality validation?
Data Engineering,Data/AI,HR,MEDIUM,Describe your experience with Spark or similar tools.
Data Engineering,Data/AI,HR,MEDIUM,How do you ensure pipeline reliability?
Data Engineering,Data/AI,HR,MEDIUM,Tell me about a data pipeline failure you resolved.
Data Engineering,Data/AI,HR,MEDIUM,How do you handle schema changes?
Data Engineering,Data/AI,HR,MEDIUM,Describe implementing real-time data processing.
Data Engineering,Data/AI,HR,MEDIUM,How do you manage data pipeline orchestration?
Data Engineering,Data/AI,HR,MEDIUM,Tell me about working with large datasets.
Data Engineering,Data/AI,HR,MEDIUM,How do you approach data modeling?
Data Engineering,Data/AI,HR,MEDIUM,Describe collaborating with data scientists.
Data Engineering,Data/AI,HR,MEDIUM,How do you handle data governance requirements?
Data Engineering,Data/AI,HR,MEDIUM,Tell me about mentoring junior data engineers.
Data Engineering,Data/AI,HR,HARD,Describe architecting a data platform at scale.
Data Engineering,Data/AI,HR,HARD,How would you build data infrastructure for a company?
Data Engineering,Data/AI,HR,HARD,Tell me about resolving critical data pipeline failures.
Data Engineering,Data/AI,HR,HARD,How do you design for high availability?
Data Engineering,Data/AI,HR,HARD,Describe implementing data mesh architecture.
Data Engineering,Data/AI,HR,HARD,How would you handle compliance and regulatory requirements?
Data Engineering,Data/AI,HR,HARD,Tell me about establishing data engineering standards.
Data Engineering,Data/AI,HR,HARD,How do you handle data migration projects?
Data Engineering,Data/AI,HR,HARD,Describe implementing comprehensive monitoring.
Data Engineering,Data/AI,HR,HARD,How would you lead a data engineering team?
NLP,Data/AI,TECHNICAL,EASY,What is Natural Language Processing?
NLP,Data/AI,TECHNICAL,EASY,What is tokenization?
NLP,Data/AI,TECHNICAL,EASY,What is stemming?
NLP,Data/AI,TECHNICAL,EASY,What is lemmatization?
NLP,Data/AI,TECHNICAL,EASY,What is the difference between stemming and lemmatization?
NLP,Data/AI,TECHNICAL,EASY,What is a stop word?
NLP,Data/AI,TECHNICAL,EASY,What is bag of words?
NLP,Data/AI,TECHNICAL,EASY,What is TF-IDF?
NLP,Data/AI,TECHNICAL,EASY,What is part-of-speech tagging?
NLP,Data/AI,TECHNICAL,EASY,What is named entity recognition?
NLP,Data/AI,TECHNICAL,EASY,What is sentiment analysis?
NLP,Data/AI,TECHNICAL,EASY,What is a corpus in NLP?
NLP,Data/AI,TECHNICAL,EASY,What is word embedding?
NLP,Data/AI,TECHNICAL,EASY,What is Word2Vec?
NLP,Data/AI,TECHNICAL,EASY,What is a language model?
NLP,Data/AI,TECHNICAL,MEDIUM,Explain the difference between Word2Vec and GloVe.
NLP,Data/AI,TECHNICAL,MEDIUM,What is attention mechanism in NLP?
NLP,Data/AI,TECHNICAL,MEDIUM,What are transformers in NLP?
NLP,Data/AI,TECHNICAL,MEDIUM,What is BERT and how does it work?
NLP,Data/AI,TECHNICAL,MEDIUM,What is the difference between BERT and GPT?
NLP,Data/AI,TECHNICAL,MEDIUM,What is sequence-to-sequence model?
NLP,Data/AI,TECHNICAL,MEDIUM,What is beam search?
NLP,Data/AI,TECHNICAL,MEDIUM,What is text classification?
NLP,Data/AI,TECHNICAL,MEDIUM,What is question answering in NLP?
NLP,Data/AI,TECHNICAL,MEDIUM,What is machine translation?
NLP,Data/AI,TECHNICAL,MEDIUM,What is text summarization?
NLP,Data/AI,TECHNICAL,MEDIUM,What are RNNs and LSTMs in NLP?
NLP,Data/AI,TECHNICAL,MEDIUM,What is the vanishing gradient problem in RNNs?
NLP,Data/AI,TECHNICAL,MEDIUM,What is positional encoding in transformers?
NLP,Data/AI,TECHNICAL,MEDIUM,What is transfer learning in NLP?
NLP,Data/AI,TECHNICAL,MEDIUM,What is fine-tuning in NLP models?
NLP,Data/AI,TECHNICAL,MEDIUM,What is zero-shot learning?
NLP,Data/AI,TECHNICAL,MEDIUM,What is few-shot learning?
NLP,Data/AI,TECHNICAL,MEDIUM,What are evaluation metrics for NLP tasks?
NLP,Data/AI,TECHNICAL,MEDIUM,What is BLEU score?
NLP,Data/AI,TECHNICAL,HARD,Explain the transformer architecture in detail.
NLP,Data/AI,TECHNICAL,HARD,How does self-attention mechanism work?
NLP,Data/AI,TECHNICAL,HARD,What are the differences between encoder-only decoder-only and encoder-decoder models?
NLP,Data/AI,TECHNICAL,HARD,How would you handle multilingual NLP tasks?
NLP,Data/AI,TECHNICAL,HARD,What are the strategies for handling long sequences?
NLP,Data/AI,TECHNICAL,HARD,How do you implement custom tokenizers?
NLP,Data/AI,TECHNICAL,HARD,What are the best practices for training large language models?
NLP,Data/AI,TECHNICAL,HARD,How do you handle bias in NLP models?
NLP,Data/AI,TECHNICAL,HARD,What is prompt engineering?
NLP,Data/AI,TECHNICAL,HARD,How would you optimize inference for LLMs?
NLP,Data/AI,TECHNICAL,HARD,What are retrieval-augmented generation models?
NLP,Data/AI,TECHNICAL,HARD,How do you implement model compression for NLP?
NLP,Data/AI,TECHNICAL,HARD,What are the strategies for handling ambiguity in NLP?
NLP,Data/AI,TECHNICAL,HARD,How would you implement document understanding systems?
NLP,Data/AI,TECHNICAL,HARD,What are the best practices for NLP model deployment?
NLP,Data/AI,HR,EASY,Tell me about yourself and your NLP experience.
NLP,Data/AI,HR,EASY,Why did you choose to work in NLP?
NLP,Data/AI,HR,EASY,What do you find most interesting about NLP?
NLP,Data/AI,HR,EASY,How do you stay updated with NLP research?
NLP,Data/AI,HR,EASY,Describe an NLP project you have worked on.
NLP,Data/AI,HR,EASY,What challenges do you face in NLP projects?
NLP,Data/AI,HR,EASY,What tools and libraries do you use for NLP?
NLP,Data/AI,HR,EASY,How do you approach learning new NLP concepts?
NLP,Data/AI,HR,EASY,What is your experience with transformers?
NLP,Data/AI,HR,EASY,What motivates you in NLP work?
NLP,Data/AI,HR,MEDIUM,Describe a complex NLP model you built.
NLP,Data/AI,HR,MEDIUM,How do you handle model performance issues?
NLP,Data/AI,HR,MEDIUM,Tell me about implementing a text classification system.
NLP,Data/AI,HR,MEDIUM,How do you approach model evaluation in NLP?
NLP,Data/AI,HR,MEDIUM,Describe your experience with BERT or GPT models.
NLP,Data/AI,HR,MEDIUM,How do you ensure model quality?
NLP,Data/AI,HR,MEDIUM,Tell me about debugging an NLP model.
NLP,Data/AI,HR,MEDIUM,How do you handle data preprocessing for NLP?
NLP,Data/AI,HR,MEDIUM,Describe deploying an NLP model to production.
NLP,Data/AI,HR,MEDIUM,How do you communicate NLP results to stakeholders?
NLP,Data/AI,HR,MEDIUM,Tell me about working with multilingual data.
NLP,Data/AI,HR,MEDIUM,How do you approach fine-tuning pre-trained models?
NLP,Data/AI,HR,MEDIUM,Describe handling domain-specific NLP tasks.
NLP,Data/AI,HR,MEDIUM,How do you handle ethical considerations?
NLP,Data/AI,HR,MEDIUM,Tell me about mentoring others in NLP.
NLP,Data/AI,HR,HARD,Describe architecting an NLP system at scale.
NLP,Data/AI,HR,HARD,How would you build an NLP platform?
NLP,Data/AI,HR,HARD,Tell me about resolving critical model failures.
NLP,Data/AI,HR,HARD,How do you design for model reliability?
NLP,Data/AI,HR,HARD,Describe implementing responsible AI practices.
NLP,Data/AI,HR,HARD,How would you handle bias and fairness issues?
NLP,Data/AI,HR,HARD,Tell me about establishing NLP best practices.
NLP,Data/AI,HR,HARD,How do you handle model interpretability?
NLP,Data/AI,HR,HARD,Describe implementing monitoring for NLP systems.
NLP,Data/AI,HR,HARD,How would you lead an NLP team?
LLM,Data/AI,TECHNICAL,EASY,What is a Large Language Model?
LLM,Data/AI,TECHNICAL,EASY,What is GPT?
LLM,Data/AI,TECHNICAL,EASY,What is the difference between GPT-3 and GPT-4?
LLM,Data/AI,TECHNICAL,EASY,What is a transformer architecture?
LLM,Data/AI,TECHNICAL,EASY,What is tokenization in LLMs?
LLM,Data/AI,TECHNICAL,EASY,What is a prompt?
LLM,Data/AI,TECHNICAL,EASY,What is fine-tuning?
LLM,Data/AI,TECHNICAL,EASY,What is temperature in LLM generation?
LLM,Data/AI,TECHNICAL,EASY,What is top-k sampling?
LLM,Data/AI,TECHNICAL,EASY,What is a context window?
LLM,Data/AI,TECHNICAL,EASY,What is instruction tuning?
LLM,Data/AI,TECHNICAL,EASY,What is zero-shot prompting?
LLM,Data/AI,TECHNICAL,EASY,What is few-shot prompting?
LLM,Data/AI,TECHNICAL,EASY,What is hallucination in LLMs?
LLM,Data/AI,TECHNICAL,EASY,What is an API endpoint for LLMs?
LLM,Data/AI,TECHNICAL,MEDIUM,Explain the attention mechanism in transformers.
LLM,Data/AI,TECHNICAL,MEDIUM,What is the difference between encoder and decoder models?
LLM,Data/AI,TECHNICAL,MEDIUM,What is RLHF (Reinforcement Learning from Human Feedback)?
LLM,Data/AI,TECHNICAL,MEDIUM,What is prompt engineering?
LLM,Data/AI,TECHNICAL,MEDIUM,What is chain-of-thought prompting?
LLM,Data/AI,TECHNICAL,MEDIUM,What is retrieval-augmented generation (RAG)?
LLM,Data/AI,TECHNICAL,MEDIUM,What is the difference between BERT and GPT?
LLM,Data/AI,TECHNICAL,MEDIUM,What is parameter-efficient fine-tuning?
LLM,Data/AI,TECHNICAL,MEDIUM,What is LoRA (Low-Rank Adaptation)?
LLM,Data/AI,TECHNICAL,MEDIUM,What are embeddings in LLMs?
LLM,Data/AI,TECHNICAL,MEDIUM,What is semantic search?
LLM,Data/AI,TECHNICAL,MEDIUM,What is a vector database?
LLM,Data/AI,TECHNICAL,MEDIUM,What is langchain?
LLM,Data/AI,TECHNICAL,MEDIUM,What are agents in LLM applications?
LLM,Data/AI,TECHNICAL,MEDIUM,What is function calling in LLMs?
LLM,Data/AI,TECHNICAL,MEDIUM,What is the difference between completion and chat models?
LLM,Data/AI,TECHNICAL,MEDIUM,What is model quantization?
LLM,Data/AI,TECHNICAL,MEDIUM,What is perplexity in language models?
LLM,Data/AI,TECHNICAL,MEDIUM,What are system prompts?
LLM,Data/AI,TECHNICAL,MEDIUM,What is constitutional AI?
LLM,Data/AI,TECHNICAL,HARD,Explain the scaled dot-product attention mechanism in detail.
LLM,Data/AI,TECHNICAL,HARD,How do you optimize LLM inference for production?
LLM,Data/AI,TECHNICAL,HARD,What are the strategies for handling context length limitations?
